"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f26798",2021-01-07,"f2679826","ramos ii","yanfeng international automotive technology mexico","f30015 kit para door panel tesla nv26 kit para door panel",30,"carton kit carton","posted","Kits de Empaque"
"f26799",2021-01-07,"f2679927","ramos ii","yanfeng international automotive technology mexico","f30015 kit para door panel tesla nv26 kit para door panel",15,"carton kit carton","posted","Kits de Empaque"
"f26800",2021-01-07,"f2680028","ramos ii","yanfeng international automotive technology mexico","f30015 kit para door panel tesla nv26 kit para door panel",17,"carton kit carton","posted","Kits de Empaque"
"f26801",2021-01-07,"f2680129","17","po lighting mexico","kit inner vff vw316 kit inner etapa vff vw316",110,"carton kit carton","posted","Kits de Empaque"
"f26801",2021-01-07,"f2680129","17","po lighting mexico","kit outer etapa vff vw316 kit outer etapa vff vw316",110,"carton kit carton","posted","Kits de Empaque"
"f26801",2021-01-07,"f2680129","17","po lighting mexico","kit cover side vff vw316 kit cover side vff vw316",16,"carton kit carton","posted","Kits de Empaque"
"f26802",2021-01-07,"f2680230","26","stabilus","caja triangular ck32 ect caja triangular ck32 ect",5,"carton producto terminado carton","posted","Empaques Primarios"
"f26802",2021-01-07,"f2680230","26","stabilus","424994 as 30 99 0000 00 000 carton caja hsc dk para honda alabama caja alabama",4,"carton producto terminado carton","posted","Empaques Primarios"
"f26802",2021-01-07,"f2680230","26","stabilus","tapa ck 32 ect tapa alabama",4,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26803",2021-01-07,"f2680331","26","stabilus","herramental para caja individual triang herramental para caja individual triang",1,"servicios","posted","Empaques Primarios"
"f26804",2021-01-07,"f2680432","65","grupo antolin saltillo","180205080 180205080 celda armada",40,"carton producto terminado carton","posted","Otros"
"f26804",2021-01-07,"f2680432","65","grupo antolin saltillo","180205090 ford lamp subassembly rsc",50,"carton producto terminado carton","posted","Otros"
"f26804",2021-01-07,"f2680432","65","grupo antolin saltillo","180205100 celda armada 180205100 celda armada",50,"carton producto terminado carton","posted","Otros"
"f26805",2021-01-07,"f2680533","65","grupo antolin saltillo","180003720 caja rsc 180003720 caja rsc",100,"carton producto terminado carton","posted","Empaques Primarios"
"f26806",2021-01-07,"f2680634","73","hella automotive mexico","46741621 compartiment insert 1132x712x231mm cc sudafrica celdas en contenedor",6,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f26806",2021-01-07,"f2680634","73","hella automotive mexico","46790559 insert 3683x60x254 mm foam sudafrica inserto foam",6,"carton producto terminado carton","posted","Materiales de Protección"
"f26807",2021-01-07,"f2680735","17","po lighting mexico","n61506735 n61506735 celdado a 4r b 2r",180,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26807",2021-01-07,"f2680735","17","po lighting mexico","n61506310 n61506310 kit",15,"carton kit carton","posted","Kits de Empaque"
"f26807",2021-01-07,"f2680735","17","po lighting mexico","n61506706 n61506706 celdado",60,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26807",2021-01-07,"f2680735","17","po lighting mexico","n61506844 caja de carton imc 070 caja carton imc 070 con celda",35,"carton kit carton","posted","Empaques Primarios"
"f26807",2021-01-07,"f2680735","17","po lighting mexico","n61506809 n61506809 kit",60,"carton kit carton","posted","Kits de Empaque"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","caja rsc 180302840 180302840",50,"carton producto terminado carton","posted","Empaques Primarios"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","celda armada 180302870 180302870",20,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180022270 linner cmp1210 linner 180022270 l42 p",3000,"carton producto comercializacion carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180301660 caja 180301660",70,"carton producto terminado carton","posted","Empaques Primarios"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180301670 celda armada 180301670",70,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180111940 caja 180111940",50,"carton producto terminado carton","posted","Empaques Primarios"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180111990 celda armada 180111990",50,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180201600 rsc 180201600",100,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180201610 celda armada 180201610",200,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180201620 divisor 180201620",200,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180304200 caja 180304200",40,"carton producto terminado carton","posted","Empaques Primarios"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","180205110 celda armada 180205110 celda armada",40,"carton producto terminado carton","posted","Otros"
"f26808",2021-01-07,"f2680836","65","grupo antolin saltillo","caja rsc 180060190 180060190",30,"carton producto terminado carton","posted","Empaques Primarios"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","46741621 compartiment insert 1132x712x231mm cc sudafrica celdas en contenedor",3,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","customer south africa xlink packaging support soporte xlink generico customer south africa xlink packaging support",12,"carton producto terminado carton","posted","Otros"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","customer spartanburg cardboard cell divider for p1 celdado parte 1 12x c55 esd customer spartanburg cardboard cell divider for p1",5,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","customer spartanburg cardboard cell divider for p2 celdado parte 2 20x c55 esd customer spartanburg cardboard cell divider for p2",7,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","customer oes cardboard cell divider for p1 celdado parte 1 esd customer oes cardboard cell divider for p1",12,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26809",2021-01-07,"f2680937","73","hella automotive mexico","customer oes cardboard cell divider for p2 celdado parte 2 esd customer oes cardboard cell divider for p2",24,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26810",2021-01-07,"f2681038","73","hella automotive mexico","customer south africa tooling for insert celdado colapsable parte 1 8x c55 customer south africa tooling for insert",1,"servicios","posted","Accesorios de Empaque"
"f26810",2021-01-07,"f2681038","73","hella automotive mexico","customer spartanburg tooling for cardboard cell divider for p1 celdado parte 1 12x c55 esd customer spartanburg tooling for cardboard cell divider for p1",1,"servicios","posted","Accesorios de Empaque"
"f26810",2021-01-07,"f2681038","73","hella automotive mexico","customer spartanburg tooling for cardboard cell divider for p2 celdado parte 2 20x c55 esd customer spartanburg tooling for cardboard cell divider for p2",1,"servicios","posted","Accesorios de Empaque"
"f26810",2021-01-07,"f2681038","73","hella automotive mexico","customer oes tooling for cardboard cell divider for p1 celdado parte 1 esd customer oes tooling for cardboard cell divider for p1",1,"servicios","posted","Accesorios de Empaque"
"f26810",2021-01-07,"f2681038","73","hella automotive mexico","customer oes tooling for cardboard cell divider for p2 celdado parte 2 esd customer oes tooling for cardboard cell divider for p2",1,"servicios","posted","Accesorios de Empaque"
"f26811",2021-01-08,"f2681139","17","po lighting mexico","n61506857 kit reflex n61506857 kit reflex",120,"carton kit carton","posted","Kits de Empaque"
"f26812",2021-01-08,"f2681240","ramos ii","yanfeng international automotive technology mexico","y0193938 lid 4825x1525x2 32 ect h stick tapa h stick tapa",270,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26812",2021-01-08,"f2681240","ramos ii","yanfeng international automotive technology mexico","y0193939 kit 48x15x9 2 density packaging expendable h stick caja y celdas h stick kit charola + celda armada + piso",270,"carton kit carton","posted","Componentes de Empaque"
"f26813",2021-01-08,"f2681341","ramos ii","yanfeng international automotive technology mexico","y0193938 lid 4825x1525x2 32 ect h stick tapa h stick tapa",270,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26813",2021-01-08,"f2681341","ramos ii","yanfeng international automotive technology mexico","y0193939 kit 48x15x9 2 density packaging expendable h stick caja y celdas h stick kit charola + celda armada + piso",270,"carton kit carton","posted","Componentes de Empaque"
"f26814",2021-01-08,"f2681442","ramos ii","yanfeng international automotive technology mexico","y0193938 lid 4825x1525x2 32 ect h stick tapa h stick tapa",160,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26814",2021-01-08,"f2681442","ramos ii","yanfeng international automotive technology mexico","y0193939 kit 48x15x9 2 density packaging expendable h stick caja y celdas h stick kit charola + celda armada + piso",160,"carton kit carton","posted","Componentes de Empaque"
"f26815",2021-01-08,"f2681543","ramos ii","yanfeng international automotive technology mexico","w04003c returnable pkg lid for leather packaging tapa de plastico corrugado con refuerzos y 2 etiquetas tipo kenedy",100,"retornable producto terminado retornable","posted","Accesorios de Empaque"
"f26815",2021-01-08,"f2681543","ramos ii","yanfeng international automotive technology mexico","w04003c returnable pkg returnable packaging for leather interim process w04003c",100,"retornable producto terminado retornable","posted","Otros"
"f26816",2021-01-08,"f2681644","26","stabilus","430491 fs 30 99 0000 00 000 listones triangular corner board 33 corner board 33",12,"carton producto terminado carton","posted","Otros"
"f26817",2021-01-08,"f2681745","26","stabilus","428340 fs 30 99 0000 00 000 tapa deck lid cardboard 1120x1165x762 14332 241b export lid carboard",4,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26817",2021-01-08,"f2681745","26","stabilus","048541 fs 30 99 0000 00 000 carton box 048541 imc 120 048541 imc 120 caja sm",42,"carton producto terminado carton","posted","Empaques Primarios"
"f26818",2021-01-08,"f2681846","26","stabilus","3899vh fs 30 99 0000 00 000 carton box 3899vh 13867 vh 3899 caja",100,"carton producto terminado carton","posted","Empaques Primarios"
"f26818",2021-01-08,"f2681846","26","stabilus","3902vi fs 30 99 0000 00 000 fondo box 3902vi box 3902vi",106,"carton producto terminado carton","posted","Empaques Primarios"
"f26818",2021-01-08,"f2681846","26","stabilus","2067wo as 30 99 0000 00 000 tapa box 2067wo box 2067wo",197,"carton producto terminado carton","posted","Empaques Primarios"
"f26819",2021-01-08,"f2681947","26","stabilus","430491 fs 30 99 0000 00 000 listones triangular corner board 33 corner board 33",488,"carton producto terminado carton","posted","Otros"
"f26819",2021-01-08,"f2681947","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26820",2021-01-08,"f2682048","26","stabilus","2065wy as 30 99 0000 00 000 tapa box 2064wy box 2064wy",100,"carton producto terminado carton","posted","Empaques Primarios"
"f26821",2021-01-08,"f2682149","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",110,"carton producto terminado carton","posted","Empaques Primarios"
"f26821",2021-01-08,"f2682149","26","stabilus","428579 as 30 99 0000 00 000 inserto ford damper 14306 damper ford dtp inserto",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f26821",2021-01-08,"f2682149","26","stabilus","426428 as 30 99 0000 00 000 carton box tesla imc 070 box tesla imc 070",150,"carton producto comercializacion carton","posted","Empaques Primarios"
"f26822",2021-01-08,"f2682250","47","stabilus","341332 as 30 99 0000 00 000 inserto u611u625 13802 u611 341332 u625 charola armada",720,"carton producto terminado carton","posted","Componentes de Empaque"
"f26823",2021-01-08,"f2682351","47","stabilus","444816 fs 30 99 0000 00 000 inserto audi q5 13817 audi q5 charola armada",720,"carton producto terminado carton","posted","Componentes de Empaque"
"f26824",2021-01-08,"f2682452","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",1280,"carton producto terminado carton","posted","Componentes de Empaque"
"f26825",2021-01-08,"f2682553","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",1024,"carton producto terminado carton","posted","Componentes de Empaque"
